T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target
-76,-70,-60,-69,-69,-67,-75,-75,-82,-61,-61,-55,-69,-73,-73,-68,-75,-78,A21
-72,-61,-58,-65,-65,-65,-78,-81,-83,-63,-78,-60,-65,-82,-70,-71,-95,-73,A22
-65,-63,-77,-70,-54,-46,-63,-65,-61,-55,-58,-56,-53,-39,-52,-58,-62,-61,A47
-73,-69,-76,-68,-70,-56,-63,-63,-63,-78,-68,-68,-66,-58,-50,-55,-58,-60,A57
-48,-56,-56,-70,-70,-83,-69,-79,-82,-59,-57,-62,-95,-75,-71,-67,-80,-95,B4
-67,-65,-71,-61,-59,-62,-53,-58,-63,-79,-72,-81,-66,-62,-56,-61,-67,-65,B45
-68,-65,-68,-65,-63,-72,-68,-60,-59,-77,-70,-70,-68,-67,-70,-57,-61,-57,B57
-70,-65,-67,-70,-65,-57,-76,-71,-63,-67,-69,-68,-62,-71,-66,-54,-50,-62,B17
-69,-64,-66,-72,-74,-69,-70,-59,-55,-64,-66,-67,-63,-62,-64,-52,-56,-52,A77
-56,-59,-72,-45,-55,-57,-56,-66,-59,-62,-62,-48,-58,-61,-69,-67,-69,-79,B27
-73,-65,-53,-57,-61,-62,-61,-58,-62,-58,-63,-67,-53,-49,-58,-59,-62,-54,B36
-71,-67,-60,-57,-58,-56,-71,-65,-72,-65,-63,-68,-49,-80,-68,-65,-71,-83,A37
-62,-57,-50,-47,-70,-73,-77,-66,-65,-59,-50,-52,-53,-58,-56,-69,-65,-71,A31
-61,-47,-64,-63,-68,-72,-81,-79,-75,-57,-58,-74,-66,-68,-72,-95,-73,-74,B10
-58,-56,-75,-77,-73,-75,-75,-77,-82,-49,-56,-58,-67,-81,-75,-95,-73,-78,A3
-56,-56,-56,-62,-68,-77,-70,-71,-69,-52,-59,-60,-74,-72,-72,-77,-76,-78,B14
-66,-57,-55,-64,-65,-65,-75,-69,-69,-66,-64,-54,-68,-63,-71,-73,-72,-72,B26
-55,-38,-54,-65,-64,-62,-69,-68,-63,-51,-54,-53,-65,-65,-74,-61,-73,-71,A19
-62,-69,-63,-66,-69,-55,-60,-53,-50,-56,-68,-71,-58,-55,-58,-52,-49,-47,A75
-78,-72,-69,-78,-69,-69,-62,-49,-55,-81,-72,-83,-68,-64,-67,-58,-57,-55,B80
-59,-65,-64,-66,-65,-63,-79,-79,-67,-55,-56,-57,-67,-71,-70,-78,-71,-74,A4
-48,-55,-62,-68,-67,-63,-77,-85,-77,-42,-68,-58,-56,-73,-64,-76,-64,-69,A15
-55,-47,-54,-65,-66,-65,-63,-72,-65,-43,-53,-61,-57,-65,-62,-73,-65,-65,A20
-57,-46,-60,-53,-60,-63,-68,-75,-64,-50,-57,-54,-65,-58,-69,-62,-64,-67,B8
-65,-56,-75,-73,-84,-71,-81,-79,-82,-68,-64,-82,-73,-82,-78,-75,-71,-77,B9
-62,-68,-64,-61,-61,-65,-77,-74,-83,-67,-62,-76,-58,-71,-61,-95,-70,-95,A34
-61,-66,-53,-59,-66,-68,-77,-69,-66,-53,-64,-65,-70,-70,-76,-78,-79,-74,B14
-78,-76,-77,-68,-65,-58,-74,-59,-52,-70,-68,-74,-63,-68,-61,-56,-51,-55,A65
-66,-75,-55,-58,-55,-59,-71,-71,-71,-70,-66,-64,-58,-64,-76,-76,-77,-75,B38
-65,-58,-55,-66,-64,-64,-74,-70,-70,-66,-65,-54,-69,-64,-71,-76,-72,-72,B26
-72,-70,-68,-74,-61,-72,-58,-54,-54,-95,-75,-79,-74,-54,-63,-61,-77,-58,B73
-56,-61,-64,-72,-70,-67,-77,-83,-72,-55,-56,-57,-61,-73,-68,-72,-83,-75,A14
-60,-68,-70,-70,-57,-61,-54,-54,-60,-56,-66,-74,-59,-61,-52,-46,-57,-53,A63
-64,-69,-64,-61,-61,-63,-78,-74,-83,-65,-63,-77,-58,-72,-61,-64,-71,-95,A34
-68,-67,-57,-60,-51,-55,-75,-67,-67,-75,-73,-68,-61,-63,-61,-73,-80,-71,B42
-49,-48,-60,-63,-68,-84,-84,-76,-76,-58,-65,-68,-65,-71,-71,-84,-78,-80,B6
-68,-65,-68,-65,-64,-70,-70,-58,-57,-74,-72,-70,-68,-66,-70,-60,-61,-58,B57
-78,-74,-77,-69,-66,-58,-72,-61,-54,-70,-68,-95,-63,-69,-60,-55,-52,-55,B13
-73,-70,-62,-62,-65,-64,-55,-61,-56,-80,-73,-74,-66,-62,-53,-55,-61,-61,B49
-63,-70,-64,-71,-77,-68,-95,-82,-72,-63,-68,-70,-80,-95,-73,-86,-81,-95,B5
-71,-69,-62,-63,-67,-54,-50,-60,-63,-64,-61,-67,-61,-57,-56,-52,-57,-63,A60
-55,-60,-59,-72,-68,-64,-67,-68,-73,-51,-53,-64,-65,-64,-70,-71,-72,-66,A12
-68,-61,-78,-75,-74,-76,-73,-80,-95,-73,-80,-75,-62,-69,-83,-95,-77,-80,B33
-71,-69,-62,-62,-68,-54,-50,-60,-62,-64,-62,-67,-62,-57,-55,-52,-55,-63,A60
-71,-56,-49,-56,-56,-74,-61,-71,-76,-64,-70,-68,-61,-59,-64,-68,-65,-67,B30
-73,-76,-74,-69,-76,-71,-73,-55,-62,-78,-77,-75,-70,-61,-77,-76,-69,-61,B77
-67,-60,-60,-61,-51,-39,-59,-72,-50,-67,-71,-68,-59,-47,-57,-54,-67,-59,B39
-56,-61,-64,-71,-69,-67,-78,-82,-72,-55,-56,-57,-61,-74,-67,-72,-82,-76,A14
-64,-69,-64,-66,-66,-54,-61,-51,-45,-77,-64,-63,-67,-61,-58,-54,-48,-51,A71
-59,-67,-70,-67,-57,-61,-57,-53,-61,-57,-65,-70,-58,-61,-51,-46,-56,-53,A63
-73,-68,-76,-71,-68,-76,-59,-65,-62,-86,-83,-79,-70,-61,-66,-61,-66,-63,B58
-72,-70,-61,-64,-66,-55,-51,-62,-64,-65,-61,-67,-61,-58,-56,-50,-55,-63,A60
-84,-86,-66,-77,-68,-72,-56,-57,-53,-83,-78,-86,-67,-65,-64,-70,-60,-53,B66
-67,-70,-64,-65,-74,-86,-82,-84,-84,-72,-63,-70,-70,-83,-89,-77,-88,-95,B21
-77,-60,-54,-64,-51,-77,-64,-59,-60,-61,-60,-71,-55,-58,-49,-53,-61,-63,A44
-71,-67,-62,-77,-63,-69,-54,-61,-59,-76,-73,-73,-78,-61,-54,-60,-57,-67,B53
-66,-59,-56,-69,-63,-54,-49,-56,-54,-66,-63,-66,-61,-45,-47,-50,-51,-56,B47
-72,-61,-67,-62,-64,-80,-70,-82,-84,-71,-81,-68,-63,-69,-86,-87,-80,-78,B33
-58,-64,-63,-84,-74,-69,-70,-81,-72,-58,-58,-63,-65,-75,-66,-68,-73,-78,A1
-69,-65,-57,-56,-59,-59,-68,-64,-75,-58,-52,-57,-58,-62,-61,-58,-64,-67,B20
-56,-61,-64,-71,-70,-68,-76,-81,-72,-55,-56,-57,-61,-76,-65,-75,-83,-78,A14
-63,-70,-62,-59,-65,-61,-66,-63,-75,-69,-71,-63,-65,-61,-50,-57,-61,-68,A46
-65,-61,-52,-66,-62,-77,-82,-76,-70,-67,-56,-63,-59,-71,-63,-63,-69,-78,A26
-69,-69,-65,-71,-55,-51,-63,-69,-71,-67,-66,-64,-54,-56,-54,-68,-61,-66,A41
-73,-53,-63,-51,-58,-68,-63,-62,-69,-66,-62,-62,-53,-61,-59,-70,-66,-72,B25
-70,-70,-75,-68,-71,-56,-63,-63,-63,-81,-67,-67,-65,-58,-50,-55,-58,-59,A57
-68,-61,-77,-74,-73,-75,-72,-81,-95,-73,-80,-75,-62,-69,-82,-95,-78,-77,B33
-64,-65,-78,-70,-57,-57,-53,-56,-65,-75,-68,-70,-63,-57,-53,-58,-64,-71,B45
-73,-68,-76,-71,-66,-76,-59,-66,-62,-86,-82,-80,-70,-62,-67,-60,-66,-63,B58
-61,-69,-67,-68,-56,-61,-56,-54,-61,-56,-66,-74,-58,-61,-51,-46,-57,-53,A63
-50,-60,-68,-64,-72,-65,-70,-81,-76,-52,-60,-58,-73,-76,-73,-83,-73,-84,A9
-59,-78,-61,-67,-50,-62,-56,-62,-60,-67,-70,-65,-64,-44,-50,-78,-64,-62,B43
-58,-56,-67,-70,-66,-72,-68,-78,-69,-51,-60,-68,-78,-80,-69,-71,-73,-73,B3
-62,-72,-63,-70,-62,-66,-55,-48,-49,-69,-63,-65,-70,-59,-68,-44,-45,-54,B60
-75,-70,-62,-58,-56,-54,-70,-69,-69,-63,-62,-62,-55,-68,-63,-64,-71,-76,A33
-65,-69,-56,-53,-61,-63,-68,-71,-75,-54,-54,-68,-55,-70,-64,-69,-65,-78,A29
-72,-70,-70,-74,-61,-72,-58,-54,-54,-95,-75,-79,-74,-54,-62,-61,-78,-58,B73
-49,-50,-69,-65,-63,-68,-68,-73,-79,-58,-61,-73,-67,-78,-73,-74,-72,-83,B2
-71,-56,-49,-56,-56,-74,-63,-71,-76,-64,-70,-68,-59,-58,-65,-68,-65,-67,B30
-72,-73,-72,-71,-68,-74,-64,-61,-56,-76,-77,-78,-81,-72,-79,-66,-67,-62,B74
-68,-78,-71,-63,-63,-63,-61,-71,-59,-95,-84,-74,-70,-62,-43,-57,-72,-67,B50
-77,-72,-82,-70,-71,-67,-59,-57,-45,-69,-76,-70,-78,-65,-76,-62,-65,-56,B79
-64,-70,-63,-66,-69,-55,-60,-53,-51,-56,-68,-72,-57,-55,-58,-53,-48,-51,A75
-53,-41,-60,-68,-70,-74,-83,-70,-75,-51,-47,-60,-63,-61,-82,-61,-69,-68,A15
-79,-86,-65,-75,-65,-71,-63,-61,-64,-77,-85,-74,-74,-63,-74,-68,-49,-65,B62
-74,-71,-73,-65,-63,-62,-56,-51,-48,-78,-72,-69,-64,-66,-67,-46,-55,-65,B55
-61,-64,-53,-59,-67,-69,-76,-70,-66,-54,-63,-64,-68,-70,-79,-77,-78,-75,B14
-63,-71,-64,-71,-77,-68,-95,-79,-76,-64,-68,-70,-81,-95,-75,-95,-81,-95,B5
-73,-70,-64,-70,-64,-62,-61,-41,-55,-61,-69,-67,-63,-62,-56,-49,-49,-57,A67
-67,-69,-64,-63,-62,-53,-70,-72,-71,-60,-61,-58,-56,-74,-61,-66,-72,-79,A33
-56,-50,-57,-50,-59,-60,-62,-68,-58,-61,-49,-57,-58,-56,-60,-58,-59,-64,B15
-54,-60,-64,-73,-75,-71,-74,-82,-79,-50,-63,-73,-76,-71,-69,-75,-72,-77,A5
-49,-56,-56,-69,-70,-84,-69,-77,-80,-59,-57,-62,-95,-76,-70,-67,-78,-95,B4
-50,-66,-76,-64,-69,-67,-77,-78,-71,-50,-54,-58,-74,-68,-72,-65,-86,-77,A3
-50,-50,-43,-64,-61,-54,-67,-68,-62,-60,-57,-64,-68,-67,-66,-66,-67,-65,A23
-62,-59,-54,-62,-49,-47,-63,-57,-58,-57,-61,-61,-51,-56,-61,-65,-67,-63,A40
-72,-67,-69,-74,-69,-61,-71,-63,-58,-64,-74,-70,-68,-72,-70,-57,-77,-51,A77
-54,-49,-42,-68,-61,-56,-68,-67,-61,-57,-60,-71,-61,-69,-71,-64,-66,-65,A23
-71,-72,-71,-70,-65,-58,-66,-63,-58,-72,-62,-72,-61,-73,-58,-60,-52,-59,A61
-71,-74,-72,-81,-67,-66,-57,-54,-61,-72,-82,-81,-76,-65,-73,-62,-70,-48,B70
-74,-86,-72,-67,-74,-63,-64,-74,-75,-73,-79,-70,-77,-62,-55,-60,-59,-66,A50
-66,-69,-65,-72,-67,-66,-62,-58,-48,-80,-64,-68,-72,-61,-70,-59,-52,-44,B75
-58,-56,-75,-77,-73,-75,-75,-77,-81,-49,-56,-58,-66,-80,-75,-95,-73,-78,A3
-71,-53,-63,-51,-57,-69,-63,-62,-67,-66,-62,-62,-53,-61,-59,-69,-66,-73,B25
-58,-59,-59,-60,-62,-53,-73,-63,-67,-79,-56,-62,-48,-65,-59,-58,-78,-68,A39
-49,-48,-60,-63,-69,-83,-79,-76,-75,-57,-64,-69,-65,-76,-70,-80,-74,-76,B6
-65,-58,-56,-64,-68,-59,-74,-78,-71,-54,-62,-57,-60,-66,-64,-66,-70,-81,A21
-81,-68,-70,-76,-67,-60,-68,-64,-47,-76,-81,-70,-69,-70,-62,-57,-53,-56,A80
-64,-69,-59,-66,-57,-57,-57,-62,-51,-84,-64,-71,-60,-59,-70,-67,-61,-45,B76
-83,-73,-75,-75,-72,-70,-65,-61,-46,-75,-95,-80,-72,-69,-63,-65,-55,-48,A74
-71,-74,-72,-80,-67,-66,-57,-57,-61,-72,-84,-82,-74,-65,-73,-62,-71,-48,B70
-52,-41,-59,-67,-70,-75,-73,-71,-67,-50,-45,-60,-58,-62,-79,-60,-72,-67,A15
-63,-58,-65,-56,-49,-62,-81,-71,-70,-57,-50,-56,-50,-60,-63,-55,-65,-74,A39
-67,-59,-60,-61,-50,-39,-59,-73,-50,-68,-71,-68,-60,-47,-57,-54,-67,-60,B39
-71,-75,-59,-61,-53,-45,-65,-65,-63,-63,-72,-63,-65,-56,-52,-58,-66,-64,A39
-72,-67,-71,-77,-65,-59,-68,-61,-48,-74,-76,-71,-68,-73,-62,-57,-52,-57,A80
-58,-63,-53,-68,-66,-63,-67,-67,-66,-57,-57,-52,-66,-70,-71,-65,-60,-65,A28
-81,-80,-71,-69,-74,-89,-68,-67,-39,-84,-86,-80,-71,-82,-64,-56,-54,-57,A70
-64,-58,-63,-56,-48,-61,-85,-70,-74,-57,-50,-56,-50,-58,-59,-55,-65,-82,A39
-68,-76,-76,-71,-65,-59,-67,-63,-61,-69,-65,-71,-61,-72,-60,-59,-52,-59,B17
-73,-81,-72,-67,-74,-63,-63,-74,-76,-74,-78,-70,-78,-61,-55,-60,-59,-67,A50
-77,-81,-73,-69,-68,-68,-68,-64,-60,-76,-76,-74,-82,-64,-61,-55,-66,-63,A66
-67,-72,-63,-66,-66,-64,-60,-79,-66,-80,-72,-66,-58,-51,-50,-55,-61,-57,A49
-74,-88,-73,-67,-74,-63,-63,-74,-76,-73,-78,-70,-78,-62,-55,-59,-59,-67,A50
-67,-73,-65,-73,-59,-45,-56,-66,-75,-65,-68,-65,-66,-53,-61,-49,-59,-63,A56
-56,-61,-64,-72,-68,-65,-77,-82,-73,-56,-56,-57,-61,-73,-67,-72,-84,-76,A14
-69,-63,-56,-57,-61,-59,-67,-65,-73,-58,-54,-56,-58,-61,-61,-58,-64,-66,B20
-55,-58,-59,-73,-68,-64,-66,-69,-72,-51,-52,-65,-64,-64,-69,-71,-72,-66,A12
-79,-83,-66,-78,-69,-71,-56,-56,-53,-83,-79,-84,-68,-65,-66,-72,-60,-53,B66
-67,-66,-57,-61,-47,-55,-73,-67,-68,-75,-73,-69,-61,-63,-61,-74,-83,-72,B42
-74,-69,-62,-62,-66,-66,-67,-61,-60,-77,-73,-71,-68,-67,-62,-60,-60,-68,B53
-50,-50,-43,-64,-61,-54,-66,-69,-63,-58,-56,-63,-69,-67,-65,-65,-68,-65,A23
-64,-56,-45,-66,-74,-58,-77,-69,-69,-55,-53,-45,-58,-74,-66,-71,-73,-68,A27
-63,-72,-59,-54,-63,-53,-78,-68,-73,-58,-70,-57,-57,-71,-61,-65,-68,-62,A36
-63,-71,-60,-67,-57,-57,-59,-61,-50,-82,-64,-72,-59,-58,-73,-70,-61,-45,B76
-71,-84,-74,-69,-73,-64,-76,-55,-45,-75,-68,-65,-67,-59,-76,-67,-51,-39,B71
-70,-77,-66,-65,-37,-54,-66,-66,-78,-63,-64,-65,-56,-61,-54,-64,-66,-70,A38
-58,-47,-62,-53,-62,-62,-67,-75,-65,-52,-58,-54,-66,-58,-68,-61,-64,-67,B8
-65,-69,-64,-68,-66,-54,-61,-51,-44,-76,-63,-63,-67,-61,-58,-54,-48,-51,A71
-51,-56,-62,-66,-68,-64,-77,-80,-74,-42,-63,-59,-55,-77,-65,-83,-64,-69,A15
-73,-86,-73,-67,-74,-64,-64,-74,-77,-73,-77,-70,-78,-61,-55,-61,-59,-67,A50
-81,-69,-65,-64,-64,-78,-81,-67,-61,-82,-78,-77,-79,-60,-70,-63,-68,-68,B54
-69,-62,-59,-65,-71,-71,-64,-47,-55,-66,-65,-66,-66,-52,-61,-64,-64,-50,B68
-62,-69,-79,-73,-74,-70,-95,-76,-79,-64,-64,-63,-74,-95,-79,-77,-71,-82,A13
-64,-57,-72,-64,-77,-68,-79,-80,-78,-55,-47,-62,-62,-80,-68,-67,-79,-79,A18
-59,-79,-61,-67,-49,-61,-56,-62,-60,-67,-69,-65,-64,-44,-50,-74,-63,-61,B43
-56,-61,-64,-72,-67,-69,-73,-82,-71,-55,-56,-57,-61,-74,-65,-75,-79,-75,A14
-67,-61,-52,-67,-62,-78,-82,-76,-69,-69,-56,-64,-59,-70,-62,-63,-69,-80,A26
-69,-80,-66,-71,-63,-65,-62,-61,-49,-82,-63,-70,-74,-58,-66,-58,-52,-44,B75
-83,-61,-56,-67,-51,-58,-65,-59,-62,-62,-58,-68,-55,-56,-52,-54,-61,-62,A44
-77,-75,-71,-76,-65,-63,-67,-52,-55,-73,-71,-75,-74,-61,-64,-62,-54,-64,B61
-73,-69,-70,-67,-54,-53,-71,-63,-69,-74,-68,-64,-54,-63,-47,-54,-69,-68,A43
-69,-75,-65,-65,-66,-68,-63,-58,-48,-80,-63,-74,-77,-61,-73,-58,-52,-44,B75
-80,-79,-71,-69,-69,-84,-66,-66,-39,-82,-79,-77,-79,-76,-65,-56,-54,-58,A70
-64,-70,-59,-66,-58,-57,-58,-62,-51,-84,-64,-71,-60,-59,-70,-68,-62,-45,B76
-49,-56,-56,-69,-70,-95,-69,-77,-79,-60,-57,-62,-95,-76,-71,-67,-78,-95,B4
-65,-55,-59,-48,-56,-56,-58,-61,-56,-65,-66,-59,-47,-57,-71,-60,-73,-72,B31
-68,-80,-73,-73,-74,-75,-65,-57,-56,-80,-72,-67,-76,-63,-72,-64,-62,-58,B69
-79,-60,-54,-64,-51,-73,-64,-59,-60,-61,-60,-71,-55,-59,-49,-53,-60,-63,A44
-53,-61,-63,-75,-73,-68,-74,-79,-78,-50,-65,-68,-77,-71,-67,-74,-76,-80,A5
-64,-72,-64,-68,-61,-57,-61,-54,-65,-70,-67,-66,-74,-65,-49,-45,-50,-50,A72
-63,-65,-62,-56,-56,-53,-66,-76,-86,-68,-59,-54,-50,-71,-56,-68,-79,-63,A37
-68,-66,-57,-60,-53,-55,-75,-67,-68,-75,-72,-69,-61,-64,-61,-73,-78,-71,B42
-79,-82,-65,-74,-65,-70,-64,-61,-65,-78,-82,-74,-74,-63,-75,-68,-49,-64,B62
-82,-74,-81,-69,-95,-58,-72,-95,-55,-70,-68,-95,-63,-68,-59,-95,-52,-95,B13
-56,-61,-64,-71,-69,-67,-76,-82,-72,-56,-56,-57,-61,-74,-68,-72,-82,-76,A14
-83,-73,-75,-75,-72,-70,-66,-61,-46,-75,-95,-80,-72,-69,-63,-64,-55,-48,A74
-64,-74,-59,-54,-54,-52,-66,-70,-72,-73,-66,-61,-62,-62,-62,-58,-67,-68,A37
-53,-59,-67,-74,-66,-69,-74,-81,-73,-54,-57,-55,-63,-78,-68,-72,-79,-77,A14
-70,-61,-59,-61,-61,-51,-66,-65,-67,-63,-68,-63,-56,-65,-54,-62,-69,-68,A42
-78,-84,-66,-78,-69,-71,-56,-57,-53,-83,-78,-84,-67,-65,-66,-73,-59,-53,B66
-77,-81,-73,-69,-69,-69,-68,-65,-59,-76,-76,-74,-86,-64,-61,-56,-66,-63,A66
-72,-64,-54,-58,-61,-64,-61,-57,-63,-59,-64,-69,-53,-49,-58,-59,-63,-54,B36
-59,-53,-62,-68,-77,-73,-75,-77,-84,-62,-56,-64,-70,-76,-76,-79,-95,-79,B18
-53,-66,-74,-76,-95,-61,-80,-77,-71,-50,-54,-59,-66,-75,-79,-67,-83,-77,A3
-56,-60,-77,-45,-56,-57,-56,-66,-60,-62,-61,-48,-58,-61,-69,-66,-68,-81,B27
-71,-66,-72,-62,-66,-45,-57,-68,-75,-63,-78,-65,-53,-39,-45,-58,-59,-65,A51
-63,-76,-62,-60,-69,-56,-66,-71,-73,-63,-56,-57,-57,-76,-64,-62,-68,-76,A29
-68,-62,-56,-56,-59,-59,-68,-65,-73,-58,-54,-56,-58,-61,-61,-59,-63,-66,B20
-72,-70,-68,-73,-61,-72,-58,-54,-54,-95,-75,-79,-74,-54,-63,-61,-77,-58,B73
-64,-69,-59,-66,-57,-57,-56,-62,-51,-81,-64,-70,-60,-60,-69,-64,-62,-44,B76
-67,-65,-63,-59,-62,-49,-64,-65,-82,-61,-58,-75,-57,-53,-53,-55,-60,-65,A48
-59,-56,-45,-66,-76,-58,-76,-67,-69,-55,-52,-45,-57,-73,-66,-71,-74,-70,A27
-65,-69,-55,-54,-61,-63,-68,-71,-75,-54,-54,-68,-54,-70,-64,-69,-66,-80,A29
-57,-49,-52,-66,-67,-61,-80,-67,-69,-48,-50,-55,-60,-64,-65,-64,-62,-66,A24
-68,-63,-73,-64,-64,-46,-58,-68,-62,-62,-65,-67,-55,-39,-46,-58,-60,-65,A51
-66,-58,-59,-65,-70,-57,-71,-75,-78,-55,-55,-59,-57,-68,-66,-64,-71,-73,A25
-76,-66,-76,-67,-67,-61,-76,-64,-49,-75,-75,-77,-65,-70,-72,-56,-63,-53,A73
-66,-64,-70,-62,-59,-62,-53,-58,-63,-80,-73,-85,-67,-61,-56,-61,-66,-65,B45
-82,-60,-53,-61,-51,-60,-64,-59,-54,-60,-65,-69,-56,-56,-50,-53,-56,-69,A44
-56,-49,-53,-67,-66,-60,-80,-68,-70,-47,-50,-54,-63,-63,-65,-64,-61,-66,A24
-67,-84,-71,-62,-62,-63,-62,-75,-61,-95,-84,-73,-69,-65,-43,-57,-74,-68,B50
-63,-64,-60,-67,-61,-60,-50,-61,-64,-58,-68,-62,-58,-53,-50,-44,-56,-65,A59
-55,-58,-59,-72,-68,-64,-66,-68,-72,-50,-52,-63,-66,-64,-69,-70,-72,-66,A12
-50,-50,-70,-65,-64,-68,-68,-73,-80,-58,-61,-73,-68,-77,-74,-74,-72,-81,B2
-64,-64,-79,-69,-57,-57,-53,-55,-65,-69,-74,-67,-63,-57,-53,-58,-67,-71,B45
-61,-47,-64,-63,-68,-71,-80,-81,-76,-58,-58,-75,-66,-68,-72,-95,-73,-73,B10
-74,-70,-75,-68,-70,-56,-63,-63,-63,-78,-68,-68,-65,-58,-50,-55,-58,-60,A57
-64,-68,-75,-71,-51,-57,-52,-49,-56,-67,-67,-69,-65,-52,-68,-45,-59,-59,B56
-81,-74,-67,-77,-70,-69,-62,-49,-55,-80,-71,-77,-68,-63,-68,-58,-57,-55,B80
-71,-56,-49,-56,-56,-74,-59,-71,-75,-64,-70,-68,-59,-58,-65,-68,-65,-67,B30
-64,-57,-51,-46,-66,-73,-74,-67,-68,-59,-53,-51,-54,-58,-61,-71,-66,-69,A31
-76,-74,-70,-70,-59,-60,-60,-47,-55,-72,-66,-76,-73,-55,-62,-55,-45,-53,B67
-82,-73,-78,-68,-69,-61,-65,-60,-51,-77,-73,-76,-66,-72,-68,-57,-51,-55,A65
-65,-61,-52,-66,-62,-77,-83,-76,-70,-68,-56,-63,-59,-71,-63,-63,-70,-79,A26
-68,-62,-65,-59,-59,-70,-67,-74,-73,-69,-72,-75,-54,-68,-69,-76,-75,-95,B34
-74,-73,-64,-70,-70,-58,-82,-76,-72,-76,-79,-79,-81,-59,-54,-73,-75,-70,B46
-49,-56,-57,-68,-70,-84,-69,-80,-81,-59,-58,-62,-87,-75,-70,-67,-81,-95,B4
-84,-65,-64,-63,-55,-50,-73,-68,-71,-61,-64,-68,-59,-70,-63,-63,-70,-69,A33
-73,-68,-82,-67,-65,-57,-73,-59,-52,-76,-68,-82,-62,-70,-61,-56,-49,-55,A65
-61,-58,-59,-49,-68,-54,-63,-86,-63,-50,-61,-50,-57,-63,-70,-66,-64,-77,A32
-74,-69,-78,-75,-61,-73,-63,-58,-51,-83,-76,-81,-74,-64,-66,-58,-65,-63,B78
-57,-56,-57,-62,-68,-77,-70,-71,-68,-51,-60,-59,-75,-73,-72,-76,-76,-78,B14
-70,-73,-76,-74,-63,-83,-59,-58,-61,-73,-75,-69,-71,-64,-75,-56,-66,-66,B58
-61,-53,-69,-58,-51,-59,-59,-62,-57,-61,-43,-47,-59,-57,-75,-70,-68,-65,B19
-55,-64,-53,-58,-62,-64,-68,-66,-66,-60,-56,-58,-61,-63,-70,-66,-59,-66,A28
-63,-58,-65,-56,-49,-62,-80,-72,-77,-57,-50,-55,-49,-58,-58,-56,-69,-78,A39
-67,-60,-59,-61,-47,-39,-59,-72,-50,-68,-71,-68,-60,-47,-54,-53,-67,-58,B39
-60,-56,-65,-73,-66,-72,-68,-79,-69,-52,-61,-67,-80,-78,-71,-72,-73,-73,B3
-71,-69,-58,-49,-72,-71,-64,-70,-68,-65,-49,-55,-52,-69,-62,-63,-76,-65,A39
-56,-61,-64,-72,-69,-68,-77,-83,-72,-55,-56,-57,-61,-74,-67,-71,-82,-78,A14
-95,-52,-65,-95,-95,-68,-64,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23
-83,-76,-68,-78,-69,-68,-62,-50,-55,-78,-71,-81,-68,-64,-68,-58,-57,-55,B80
-72,-74,-65,-67,-64,-70,-64,-68,-57,-81,-84,-82,-74,-67,-78,-72,-64,-61,B74
-68,-81,-71,-63,-62,-63,-62,-72,-59,-95,-86,-73,-69,-63,-43,-57,-73,-67,B50
-56,-65,-68,-76,-68,-65,-73,-77,-75,-56,-55,-56,-67,-74,-65,-66,-75,-72,A1
-67,-67,-74,-71,-52,-59,-52,-49,-56,-67,-68,-68,-64,-50,-70,-43,-62,-58,B56
-68,-82,-71,-63,-62,-63,-64,-72,-59,-95,-86,-74,-69,-63,-43,-57,-73,-68,B50
-71,-68,-60,-57,-58,-56,-70,-65,-72,-65,-62,-68,-49,-80,-72,-66,-72,-80,A37
-58,-55,-66,-71,-66,-71,-68,-79,-70,-52,-61,-68,-80,-80,-69,-71,-73,-76,B3
-59,-56,-66,-71,-65,-72,-68,-80,-69,-51,-61,-68,-78,-80,-69,-71,-73,-73,B3
-57,-68,-69,-77,-70,-79,-81,-82,-83,-60,-68,-74,-83,-74,-81,-85,-85,-82,B1
-61,-47,-63,-63,-68,-71,-81,-79,-76,-58,-58,-74,-66,-68,-72,-95,-74,-74,B10
-70,-61,-66,-53,-51,-64,-78,-57,-76,-78,-66,-66,-61,-59,-73,-76,-64,-77,B37
-55,-58,-59,-74,-68,-64,-66,-68,-71,-50,-52,-63,-64,-64,-69,-70,-73,-66,A12
-64,-69,-64,-67,-65,-53,-60,-52,-45,-76,-63,-63,-68,-60,-59,-53,-48,-50,A71
-70,-78,-66,-65,-38,-54,-66,-66,-77,-64,-64,-65,-55,-60,-55,-64,-66,-70,A38
-77,-76,-69,-66,-64,-73,-64,-70,-60,-78,-76,-77,-82,-80,-80,-71,-61,-59,B74
-68,-69,-65,-71,-55,-51,-63,-69,-71,-67,-65,-62,-54,-56,-54,-68,-61,-66,A41
-64,-57,-71,-67,-58,-54,-55,-75,-70,-64,-60,-64,-64,-62,-54,-57,-59,-71,A52
-65,-61,-50,-66,-62,-76,-83,-77,-69,-67,-56,-63,-59,-71,-62,-62,-69,-79,A26
-71,-66,-64,-77,-63,-69,-55,-61,-59,-77,-78,-74,-78,-61,-51,-61,-56,-67,B53
-67,-64,-67,-67,-58,-56,-56,-51,-48,-72,-63,-73,-72,-70,-61,-64,-50,-48,B72
-69,-71,-70,-63,-69,-61,-65,-71,-68,-61,-79,-67,-60,-64,-61,-63,-67,-68,A25
